Transaction ID,Date,Time,Product ID,Customer ID,Quantity,Price (Rupees)
TRANS-01042,27-12-2019,02:27:19,PROD-049,596,9,225
TRANS-04239,12-12-2022,23:14:57,PROD-021,597,3,300
TRANS-04275,23-12-2022,19:08:51,PROD-108,597,12,360
TRANS-00225,18-03-2019,04:31:16,PROD-131,599,7,280
TRANS-03098,04-12-2021,00:33:43,PROD-008,600,10,600
TRANS-02622,22-06-2021,22:09:15,PROD-025,604,10,500
TRANS-04233,10-12-2022,01:56:23,PROD-139,604,4,100
TRANS-00072,25-01-2019,22:40:49,PROD-024,609,15,600
TRANS-04193,24-11-2022,14:12:02,PROD-149,614,9,360
TRANS-00078,28-01-2019,05:34:18,PROD-065,615,19,380
TRANS-00936,28-11-2019,00:12:53,PROD-123,615,7,105
TRANS-02987,24-10-2021,02:26:45,PROD-022,615,16,240
TRANS-01303,23-03-2020,13:40:51,PROD-120,616,20,240
TRANS-02787,20-08-2021,02:42:52,PROD-087,618,7,35
TRANS-00782,04-10-2019,02:54:10,PROD-034,622,17,255
TRANS-00637,20-08-2019,22:44:41,PROD-051,626,13,260
TRANS-02394,03-04-2021,07:01:38,PROD-148,639,15,525
TRANS-01606,04-07-2020,15:28:58,PROD-014,641,9,360
TRANS-00300,19-04-2019,06:06:18,PROD-032,643,10,50
TRANS-03315,11-02-2022,07:30:41,PROD-084,648,18,180
TRANS-01798,09-09-2020,04:08:36,PROD-102,654,9,180
TRANS-01881,09-10-2020,07:22:34,PROD-007,654,16,2400
TRANS-03259,20-01-2022,04:08:16,PROD-031,659,5,200
TRANS-00043,15-01-2019,20:40:04,PROD-009,662,16,320
TRANS-04255,16-12-2022,10:09:50,PROD-148,665,13,455
TRANS-01330,04-04-2020,10:56:57,PROD-093,666,16,160
TRANS-03923,31-08-2022,23:29:58,PROD-088,667,13,390
TRANS-04477,05-03-2023,18:58:59,PROD-143,669,9,450
TRANS-03071,26-11-2021,07:54:43,PROD-113,677,12,120
TRANS-02214,02-02-2021,12:28:32,PROD-064,678,7,70
TRANS-04754,12-06-2023,11:08:29,PROD-096,680,14,280
TRANS-00660,27-08-2019,17:21:16,PROD-142,681,17,510
TRANS-02871,17-09-2021,17:08:08,PROD-029,681,5,350
TRANS-04084,21-10-2022,04:36:41,PROD-101,686,2,60
TRANS-00910,20-11-2019,00:14:45,PROD-097,687,9,135
TRANS-02341,19-03-2021,05:07:14,PROD-125,687,17,510
TRANS-00345,02-05-2019,05:20:31,PROD-101,692,5,150
TRANS-02088,21-12-2020,01:49:02,PROD-096,693,15,300
TRANS-03021,04-11-2021,05:59:11,PROD-152,701,5,300
TRANS-01978,10-11-2020,17:06:31,PROD-125,706,20,600
TRANS-02285,26-02-2021,13:46:00,PROD-050,709,13,195
TRANS-03742,03-07-2022,16:05:58,PROD-131,711,2,80
TRANS-04367,29-01-2023,22:16:30,PROD-087,712,3,15
TRANS-04251,16-12-2022,23:16:56,PROD-104,716,4,40
TRANS-02879,19-09-2021,04:02:34,PROD-121,719,9,450
TRANS-02172,19-01-2021,08:18:41,PROD-130,722,8,240
TRANS-01477,23-05-2020,00:26:07,PROD-029,723,5,350
TRANS-02661,04-07-2021,03:13:17,PROD-047,726,3,75
TRANS-03311,08-02-2022,22:01:10,PROD-153,727,14,420
TRANS-04989,01-09-2023,06:42:50,PROD-066,730,15,450
TRANS-00840,23-10-2019,08:14:51,PROD-142,731,10,300
TRANS-00828,20-10-2019,05:06:55,PROD-133,734,3,135
TRANS-01694,02-08-2020,05:56:02,PROD-047,737,19,475
TRANS-03739,02-07-2022,13:20:07,PROD-062,737,13,325
TRANS-01625,09-07-2020,11:34:56,PROD-150,739,17,2040
TRANS-03900,23-08-2022,19:35:40,PROD-102,743,8,160
TRANS-04942,15-08-2023,18:04:31,PROD-071,745,17,680
TRANS-00248,26-03-2019,15:01:06,PROD-021,746,7,700
TRANS-03750,06-07-2022,15:52:49,PROD-074,748,13,390
TRANS-03065,23-11-2021,10:31:08,PROD-048,752,7,1400
TRANS-02835,06-09-2021,00:06:18,PROD-011,754,17,510
TRANS-03171,21-12-2021,23:01:44,PROD-010,754,6,600
TRANS-01680,28-07-2020,21:44:42,PROD-125,755,18,540
TRANS-01800,10-09-2020,23:36:21,PROD-082,759,4,240
TRANS-03439,24-03-2022,12:52:17,PROD-080,766,13,520
TRANS-02953,15-10-2021,22:29:16,PROD-109,767,12,1800
TRANS-03576,09-05-2022,08:35:41,PROD-076,769,18,450
TRANS-01611,05-07-2020,08:15:18,PROD-025,773,12,600
TRANS-03850,09-08-2022,17:49:41,PROD-038,779,14,350
TRANS-04511,15-03-2023,15:57:12,PROD-054,783,18,900
TRANS-01427,04-05-2020,01:28:04,PROD-012,786,19,380
TRANS-00779,04-10-2019,11:56:05,PROD-146,787,5,125
TRANS-04713,29-05-2023,15:48:51,PROD-068,788,7,350
TRANS-04420,15-02-2023,17:22:19,PROD-072,789,6,90
TRANS-00817,15-10-2019,13:42:21,PROD-004,790,4,160
TRANS-03698,18-06-2022,18:58:35,PROD-134,792,15,525
TRANS-00830,21-10-2019,20:44:19,PROD-154,798,8,200
TRANS-04683,18-05-2023,21:08:07,PROD-013,801,13,910
TRANS-02693,17-07-2021,18:19:24,PROD-072,804,1,15
TRANS-04328,12-01-2023,23:09:54,PROD-056,804,19,1330
TRANS-02939,10-10-2021,05:37:58,PROD-146,808,7,175
TRANS-03944,08-09-2022,04:07:18,PROD-039,809,4,40
TRANS-02972,20-10-2021,21:13:00,PROD-125,810,13,390
TRANS-00537,18-07-2019,16:29:06,PROD-019,813,5,600
TRANS-01546,17-06-2020,21:47:21,PROD-033,815,4,40
TRANS-03271,24-01-2022,10:35:43,PROD-036,818,2,40
TRANS-04603,20-04-2023,04:19:16,PROD-112,818,18,1080
TRANS-02467,02-05-2021,12:17:46,PROD-007,821,19,2850
TRANS-03843,07-08-2022,15:53:52,PROD-075,823,15,225
TRANS-04552,01-04-2023,02:19:08,PROD-144,832,7,280
TRANS-03680,12-06-2022,23:35:18,PROD-057,834,2,50
TRANS-01948,29-10-2020,07:50:49,PROD-042,835,5,50
TRANS-04081,20-10-2022,23:07:29,PROD-153,837,11,330
TRANS-02635,26-06-2021,22:35:27,PROD-131,838,17,680
TRANS-02350,22-03-2021,16:08:40,PROD-149,845,6,240
TRANS-02639,28-06-2021,02:29:43,PROD-156,847,6,90
TRANS-02126,05-01-2021,07:36:07,PROD-101,848,2,60
TRANS-00169,23-02-2019,12:08:35,PROD-113,857,20,200
TRANS-03386,06-03-2022,23:41:27,PROD-054,858,16,800
TRANS-00375,11-05-2019,15:30:08,PROD-023,861,15,300
TRANS-00084,30-01-2019,00:22:25,PROD-136,864,17,425
TRANS-04425,16-02-2023,02:26:33,PROD-138,864,11,440
TRANS-01610,05-07-2020,19:58:38,PROD-141,865,16,2880
TRANS-02012,21-11-2020,07:16:57,PROD-115,867,12,180
TRANS-04849,11-07-2023,11:54:26,PROD-090,869,19,190
TRANS-03248,14-01-2022,03:09:11,PROD-103,870,3,75
TRANS-04502,12-03-2023,17:52:30,PROD-103,873,5,125
TRANS-01859,02-10-2020,05:36:27,PROD-068,877,15,750
TRANS-04114,02-11-2022,10:08:13,PROD-057,877,13,325
TRANS-02043,05-12-2020,23:08:47,PROD-086,880,7,70
TRANS-01591,01-07-2020,04:02:00,PROD-062,882,19,475
TRANS-02962,17-10-2021,23:55:45,PROD-155,885,2,80
TRANS-01367,18-04-2020,04:03:16,PROD-123,888,4,60
TRANS-04046,08-10-2022,15:55:34,PROD-036,889,7,140
TRANS-04132,10-11-2022,02:34:11,PROD-062,889,18,450
TRANS-04676,15-05-2023,00:21:48,PROD-020,889,3,30
TRANS-04889,27-07-2023,07:38:14,PROD-022,892,10,150
TRANS-00855,30-10-2019,17:12:28,PROD-013,893,13,910
TRANS-00695,07-09-2019,10:26:01,PROD-095,901,20,300
TRANS-01257,05-03-2020,16:23:41,PROD-072,901,9,135
TRANS-00378,13-05-2019,16:58:45,PROD-140,904,11,1650
TRANS-01388,23-04-2020,18:23:36,PROD-040,912,5,175
TRANS-00892,11-11-2019,14:17:13,PROD-005,913,19,190
TRANS-01115,18-01-2020,10:00:22,PROD-119,918,19,760
TRANS-00311,21-04-2019,08:06:03,PROD-026,919,6,60
TRANS-02188,25-01-2021,14:03:39,PROD-087,919,6,30
TRANS-00251,27-03-2019,00:36:14,PROD-128,920,13,780
TRANS-03276,26-01-2022,11:20:57,PROD-149,920,3,120
TRANS-02485,09-05-2021,10:52:32,PROD-049,922,13,325
TRANS-00176,28-02-2019,09:14:48,PROD-126,923,20,500
TRANS-00448,10-06-2019,02:00:39,PROD-154,924,3,75
TRANS-01384,22-04-2020,17:26:57,PROD-060,924,9,1620
TRANS-00095,03-02-2019,02:45:37,PROD-072,935,20,300
TRANS-03488,07-04-2022,18:34:00,PROD-017,938,16,240
TRANS-04949,16-08-2023,06:22:50,PROD-065,939,4,80
TRANS-03253,17-01-2022,11:22:53,PROD-146,940,12,300
TRANS-00198,12-03-2019,04:36:43,PROD-148,941,11,385
TRANS-04945,16-08-2023,02:24:18,PROD-050,941,17,255
TRANS-01733,20-08-2020,08:43:34,PROD-001,942,4,200
TRANS-03094,02-12-2021,12:57:48,PROD-057,943,16,400
TRANS-00268,02-04-2019,11:38:01,PROD-097,946,9,135
TRANS-04446,23-02-2023,09:52:46,PROD-129,946,15,3750
TRANS-02677,11-07-2021,12:41:36,PROD-142,947,13,390
TRANS-02988,24-10-2021,00:28:57,PROD-068,947,16,800
TRANS-02334,17-03-2021,09:52:22,PROD-075,954,18,270
TRANS-04919,07-08-2023,22:32:36,PROD-147,957,11,220
TRANS-03138,13-12-2021,13:53:23,PROD-066,964,2,60
TRANS-04045,08-10-2022,22:53:18,PROD-104,966,13,130
TRANS-04131,10-11-2022,04:13:18,PROD-128,966,15,900
TRANS-04480,06-03-2023,11:06:51,PROD-128,966,11,660
TRANS-03825,04-08-2022,23:42:12,PROD-017,968,20,300
TRANS-04670,12-05-2023,23:54:35,PROD-058,968,6,180
TRANS-02551,30-05-2021,06:40:12,PROD-113,969,10,100
TRANS-02566,03-06-2021,18:41:50,PROD-074,969,1,30
TRANS-03989,19-09-2022,10:41:45,PROD-098,974,5,50
TRANS-04024,29-09-2022,22:55:42,PROD-120,975,19,228
TRANS-00994,14-12-2019,19:34:13,PROD-001,983,19,950
TRANS-02215,03-02-2021,14:52:37,PROD-138,988,16,640
TRANS-01833,23-09-2020,15:44:42,PROD-154,989,18,450
TRANS-01348,09-04-2020,13:34:10,PROD-122,992,20,200
TRANS-03638,02-06-2022,17:54:49,PROD-076,992,4,100
TRANS-01413,29-04-2020,04:30:45,PROD-155,996,10,400
TRANS-02110,28-12-2020,11:22:05,PROD-083,997,12,240
TRANS-01845,28-09-2020,12:49:56,PROD-108,1007,5,150
TRANS-01825,20-09-2020,23:21:01,PROD-009,1008,19,380
TRANS-03323,13-02-2022,03:55:23,PROD-135,1009,11,550
TRANS-03159,17-12-2021,16:07:59,PROD-013,1013,11,770
TRANS-03914,29-08-2022,03:29:54,PROD-027,1014,20,600
TRANS-00485,26-06-2019,06:39:03,PROD-076,1016,4,100
TRANS-01688,30-07-2020,10:53:36,PROD-089,1016,12,180
TRANS-02508,17-05-2021,14:00:20,PROD-065,1017,8,160
TRANS-00887,10-11-2019,08:14:40,PROD-105,1030,8,480
TRANS-03395,10-03-2022,17:11:15,PROD-062,1030,4,100
TRANS-03664,09-06-2022,03:15:49,PROD-080,1030,2,80
TRANS-01558,21-06-2020,18:35:35,PROD-086,1032,16,160
TRANS-00754,25-09-2019,11:34:51,PROD-115,1033,1,15
TRANS-02382,31-03-2021,23:51:10,PROD-094,1036,1,40
TRANS-03205,04-01-2022,21:56:59,PROD-008,1040,20,1200
TRANS-02802,25-08-2021,20:00:40,PROD-035,1044,5,25
TRANS-01029,23-12-2019,20:14:14,PROD-150,1045,3,360
TRANS-03917,29-08-2022,14:00:05,PROD-153,1054,2,60
TRANS-00714,14-09-2019,23:27:46,PROD-022,1058,16,240
TRANS-01265,09-03-2020,10:48:09,PROD-152,1067,7,420
TRANS-04060,13-10-2022,10:57:15,PROD-003,1067,19,1520
TRANS-04262,17-12-2022,09:11:06,PROD-118,1069,11,2200
TRANS-02202,30-01-2021,22:47:36,PROD-058,1070,7,210
TRANS-03601,20-05-2022,05:27:38,PROD-139,1070,2,50
TRANS-00662,27-08-2019,04:01:15,PROD-075,1073,4,60
TRANS-02544,28-05-2021,16:28:17,PROD-092,1074,15,375
TRANS-02899,25-09-2021,17:05:45,PROD-062,1075,19,475
TRANS-03940,05-09-2022,00:43:56,PROD-137,1075,17,1360
TRANS-04225,07-12-2022,11:20:13,PROD-149,1075,7,280
TRANS-00528,13-07-2019,12:19:54,PROD-071,1079,4,160
TRANS-04259,17-12-2022,05:49:12,PROD-043,1079,2,60
TRANS-04383,04-02-2023,14:40:10,PROD-013,1079,6,420
TRANS-02669,07-07-2021,10:02:38,PROD-153,1081,3,90
TRANS-02415,12-04-2021,06:44:16,PROD-109,1093,11,1650
TRANS-03077,27-11-2021,10:32:37,PROD-067,1095,7,245
TRANS-03368,01-03-2022,07:56:46,PROD-083,1096,12,240
TRANS-02741,03-08-2021,10:14:55,PROD-062,1098,3,75
TRANS-04744,09-06-2023,04:25:28,PROD-108,1098,9,270
TRANS-02196,28-01-2021,20:11:31,PROD-152,1099,1,60
TRANS-02294,01-03-2021,06:06:04,PROD-019,1101,10,1200
TRANS-04274,23-12-2022,23:46:53,PROD-075,1102,18,270
TRANS-04149,13-11-2022,18:50:33,PROD-070,1103,1,25
TRANS-01244,02-03-2020,10:49:46,PROD-010,1104,4,400
TRANS-04529,22-03-2023,04:36:12,PROD-037,1105,20,600
TRANS-03223,08-01-2022,17:50:18,PROD-083,1108,3,60
TRANS-03540,29-04-2022,20:03:14,PROD-103,1109,20,500
TRANS-04605,20-04-2023,14:31:20,PROD-047,1124,14,350
